Brand,Tensile Strength (MPa),Hardness (HB),Elongation (%),Thermal Conductivity (W/m·K),Specific Heat (J/kg·K),Melting Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Magnesium (%),Phosphorus (%),Sulfur (%)
ISO_1083_JS_500-7,750.6661511,281.3818705,11.31493168,32.37544154,474.6457081,1277.976372,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,567.0024336,318.7549983,5.271049183,33.30730417,522.3668826,1237.198153,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,584.7771402,282.3257985,10.31526821,30.01421852,483.8908955,1161.839478,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,796.1365253,291.9350241,3.184675487,32.89722446,440.9110982,1178.750698,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-400-18,400.0950094,233.9220577,11.68772271,20.47064989,618.4036773,1221.181653,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-450-10,474.1891638,327.0378092,10.26863903,28.59245728,643.9442966,1204.223072,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,553.585556,264.294582,13.8425819,25.57876152,477.2436928,1203.809053,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-450-10,773.0359638,221.1439441,12.09120754,22.5834889,632.3258484,1229.390117,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,428.0118823,299.6281872,10.7937003,21.99093026,515.6660693,1237.659388,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,403.7941735,232.413568,13.03646159,32.06384331,552.0057373,1269.529236,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,421.0735344,214.6343765,4.303070617,30.47201094,656.8003225,1201.144985,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_65-45-12,435.4173642,329.2980363,11.52575458,25.07168234,624.9861045,1270.819942,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,415.0387093,269.0243397,4.753769645,29.41900118,641.5350554,1200.791684,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,591.9125307,312.3925569,16.80835533,29.8446463,441.05355,1158.314948,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_65-45-12,632.3028829,243.588134,3.093345678,23.90017961,420.9158278,1233.128148,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-500-7,508.6747884,318.0455202,8.885995995,33.04186124,668.0214187,1238.185349,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-450-10,559.3149536,216.7903891,13.13275964,35.61838713,516.3502809,1290.181037,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,436.679734,253.3960061,9.328355387,35.82927082,486.3639034,1258.909199,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-450-10,534.5481855,346.7092727,3.473524052,32.04939661,617.4088763,1287.665898,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,609.0076767,319.0984575,10.85406426,30.23277165,650.924679,1286.252082,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,692.9087229,274.5883895,12.26611054,21.22014286,658.7468866,1240.686117,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,401.3385448,250.9666207,13.26067698,25.75662598,494.7991423,1229.16431,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-400-18,586.9243066,330.820355,7.972157031,21.86542894,655.6637174,1233.616145,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-500-7,518.8011506,281.7271639,11.01855954,39.27646322,412.2801833,1296.749621,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,741.1287287,313.7637527,9.210983599,22.70160292,414.8984474,1265.975154,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,686.2213261,313.116152,12.75289662,23.0355082,587.0557586,1165.939886,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,635.6434138,202.6918518,11.33691148,37.79153237,418.9319107,1266.764261,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,510.9062583,218.9380674,10.41209951,38.87856567,497.3827506,1175.580707,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,764.1356408,298.944405,5.992389869,35.31658078,601.8267959,1217.102582,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,418.0402709,224.2429717,2.032296284,20.10809847,501.1800688,1181.568951,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,443.7870395,238.3240017,4.785306805,20.02692542,453.8799344,1253.43746,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-400-18,556.6520562,341.9956931,3.873056663,27.5620154,484.4051866,1281.59646,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,449.7750229,284.0273388,9.18535592,22.8679074,537.2725997,1193.554283,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-600-3,782.566279,312.609426,11.79613041,20.36772284,542.6157566,1162.301611,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,719.1957289,283.6971108,5.409360139,29.28133379,634.9000694,1194.773965,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,503.5930606,282.8770422,17.02491354,38.86123795,625.0459688,1250.854279,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,635.4216916,214.1227865,2.106914068,26.4763915,537.0453414,1199.314019,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,792.932206,251.5494789,14.35681624,33.22281357,653.7002047,1191.716825,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,753.6795913,242.3646348,12.00327631,33.04470706,434.2711416,1177.665279,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,640.3193786,258.6092548,7.976876817,25.02160207,476.6060051,1224.627464,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,761.4895869,319.7516282,2.807823111,33.00850498,648.3929391,1191.392324,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-600-3,795.6739639,255.7899002,12.03978515,24.24667949,513.3982116,1259.651552,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_80-55-06,697.3411292,267.7545229,8.169816206,22.44014827,694.3544676,1161.49336,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,425.9945638,259.6072086,16.98027423,34.02766571,539.8759845,1249.604955,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-600-3,560.6320946,214.0111958,10.6718412,22.26881634,637.5806869,1185.634002,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_65-45-12,735.1302941,266.1608237,17.03442418,39.93818437,520.6921124,1223.391889,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,492.2276783,229.341391,5.527739096,23.66904802,527.4860557,1192.913488,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,732.2570071,228.0084944,13.61161457,31.88283726,514.8649442,1258.415301,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_450-10,448.1355048,214.1054157,11.87598433,28.22749143,615.7226862,1291.796056,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,418.7781429,253.5006461,13.83053168,22.52772845,564.2553652,1287.561517,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-400-18,553.6362446,313.6222827,5.434685824,20.55687815,683.1334334,1237.513932,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-450-10,414.692775,241.4662536,12.63991226,32.45464565,475.267095,1219.391545,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,782.9081052,246.8523653,9.968646289,36.13515128,430.1688196,1272.745076,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-450-10,730.4822783,296.4011987,13.8851996,36.84031323,517.9784455,1252.498954,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,720.3078749,229.3761219,7.232714306,29.65426946,585.0138123,1177.534617,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,651.9111692,334.5436896,16.24091241,35.54910934,658.2396811,1273.137882,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,486.5296092,278.0285785,3.348821034,33.45694267,503.859066,1214.332658,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,607.3041467,267.140441,14.9150291,34.48509055,596.1360253,1178.347849,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-450-10,638.909629,283.6730288,15.78111401,29.8519801,505.0596043,1192.269603,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,610.0126003,224.905147,15.07603698,32.6682348,585.1658749,1190.129055,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,504.0933472,292.0209708,10.20362231,36.11051827,665.4423841,1227.881046,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-500-7,606.0991697,254.4651105,9.01415968,27.95768351,469.4072927,1185.155514,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-600-3,596.4745363,334.5779511,17.94019658,36.11957802,521.2724926,1168.534973,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,798.5343103,225.328131,5.666751219,31.84033686,697.9795589,1168.553628,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,758.9744592,276.0576656,10.75001545,23.31802049,660.5671085,1237.49143,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,585.3522993,289.7168944,12.73080841,20.49368314,569.3919574,1260.213893,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,649.1749532,205.0075403,13.21388217,27.25507201,554.9882776,1198.229951,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-600-3,699.1486416,254.5539687,5.264394652,30.93392657,485.3801147,1155.197606,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,413.9460641,309.8952852,12.46390548,36.79640704,555.1628283,1169.083733,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,757.9685765,323.0566261,15.09391306,22.5497136,654.4544495,1287.204184,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,744.0507266,246.9742992,2.800297229,36.00412695,605.552354,1224.031549,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,582.9728391,319.7889909,16.58434069,37.26018092,487.0132085,1218.035921,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,556.4679064,345.1633816,2.472064882,23.01374974,460.4391763,1155.707377,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_450-10,509.1837499,328.5310904,7.69553652,37.03188639,479.5625611,1259.295553,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,590.6707313,217.6465982,2.25301114,39.82907136,450.9277604,1229.210212,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,417.7506654,310.9595498,3.234322697,34.53677662,428.6922088,1180.31214,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,740.8774133,247.9500249,16.57869256,35.69539364,525.7408523,1166.511064,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,414.1689474,348.2623984,7.677773292,39.88830535,433.9898813,1207.50818,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,531.6205461,272.8038475,8.796344487,32.10962501,451.5737673,1275.574295,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,772.6357953,218.3650848,5.445510102,26.15772764,564.1974053,1279.794184,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-600-3,694.0850618,308.7778322,11.55353232,36.75061668,449.3797821,1240.426957,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,512.5563842,248.4516798,11.51685143,32.28971555,419.1639302,1259.130464,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,501.0596376,349.5617236,7.955206269,31.62390847,495.216655,1167.273368,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,402.0328559,346.9673687,7.328557949,25.07271111,466.0957296,1238.21891,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,678.2857171,298.4201027,16.15942893,35.12668539,554.5915564,1250.044856,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_80-55-06,419.5134327,219.4739673,8.132547834,21.63334552,430.7101254,1180.106926,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,613.0410078,303.0291497,9.896015874,38.48574142,625.5312363,1282.02321,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,784.848789,213.954573,6.532876199,26.51646922,671.8700558,1179.249511,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,443.787544,204.4046239,14.58831205,22.55549306,623.0305522,1197.021604,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,757.7919724,323.4437669,8.35917051,28.84733066,559.8481112,1243.083527,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,796.5901341,231.4629422,10.21777674,20.84939819,658.2003465,1245.75251,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-450-10,424.6068105,256.8540689,6.053714721,33.69252389,608.4755139,1254.907711,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,753.1625077,346.0186085,17.80255348,38.05411021,403.1653367,1166.801757,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,606.4316082,250.5260753,6.663931855,36.74526014,518.2270458,1277.419664,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,762.6054878,244.4734672,14.33188049,22.54738947,655.2855698,1229.92707,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-600-3,628.5275768,337.7311999,8.839930406,22.52542274,503.7576574,1220.698269,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,664.844804,216.6122668,5.299478481,36.26868965,410.5645521,1297.164644,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,617.5115632,313.9373615,14.79550022,38.48508549,623.8538916,1261.056745,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-450-10,745.7971521,348.209835,7.337708624,29.2133966,640.6114811,1167.700904,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,693.5639676,335.1944016,15.84309356,29.97942234,448.1781085,1263.480875,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,608.5041249,297.7501878,16.64411496,26.36524083,561.2021491,1164.28734,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_65-45-12,747.2643216,247.1091192,15.75718137,37.88530237,457.5866317,1154.120584,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_450-10,498.1142129,238.1482972,2.560126637,32.89805811,615.7703257,1210.543884,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-400-18,462.9362639,322.8882657,14.59797352,25.76503154,481.4651366,1299.036726,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,464.1600421,331.9732871,8.581431464,25.97565742,494.8645368,1176.23259,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,533.6035515,278.8152369,15.97956672,37.82400146,653.4912561,1250.896652,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,495.4760125,236.6509911,12.2072682,20.27268048,542.8967057,1176.00941,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,772.0361402,216.9414813,15.33829015,26.45453145,600.9263354,1258.718046,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,442.3336375,213.0769202,9.990908318,31.08713362,520.7119152,1225.80305,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,679.5962952,307.8616171,10.56040807,22.96434924,489.4020572,1251.995757,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,475.6886159,263.0178092,4.310202114,21.84197508,587.6434181,1180.430976,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_80-55-06,752.6548531,335.8039811,14.54379774,36.30552662,446.4572722,1261.84425,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,784.5261153,310.9506951,8.710233787,37.88808777,511.8999507,1299.342859,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,586.1880035,228.6890627,10.00128189,36.47212842,462.7111112,1249.847575,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,751.6285921,292.0666128,14.56156343,37.97575779,608.7384901,1224.022,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,402.0580683,265.3258182,11.5815264,31.06223942,683.2626515,1288.476098,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_450-10,727.978767,286.5874596,5.217579639,36.24516242,698.6532904,1152.377776,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-400-18,491.4500646,310.7103685,11.44372255,27.68085277,535.0830431,1259.488528,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-600-3,763.4805237,320.9293822,8.522125728,33.32535723,475.7591169,1283.311978,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_400-18,400.4480446,326.560599,9.512408673,39.77671063,532.8488111,1159.251188,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_60-40-18,622.472694,238.0962312,2.45298039,24.51455448,654.180823,1217.509626,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,702.6543215,204.66734,5.360469592,27.79799493,461.8017036,1180.707918,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,503.4753323,310.8942103,6.496609302,29.60094755,685.6286955,1234.977725,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-600-3,477.2531458,215.9515589,13.40736013,22.76030974,502.5597306,1247.431444,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-450-10,433.6392898,247.2379383,2.183879573,21.62077221,695.7410978,1195.393477,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,530.5734306,200.5725701,8.54043618,36.59445733,651.5826663,1218.99725,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,623.9377249,302.2504224,16.78442993,39.53588746,642.5711602,1191.900923,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,446.3375427,225.0698017,3.790089865,28.09450128,495.3714021,1205.408675,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,550.6781448,298.2923615,10.26279021,21.75299672,402.6331636,1173.930994,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,403.6289619,348.7613926,14.58435812,21.31623521,514.6398726,1282.833917,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,727.4717682,210.9006307,17.08050092,37.82636413,490.5428109,1151.501562,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,451.3794872,211.5617018,13.94842623,29.27628499,411.2190971,1282.361378,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,513.3371793,251.0570139,13.52904878,26.40054633,551.609577,1235.751832,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,407.3710875,329.9579771,15.22380944,29.52922542,520.9093934,1199.748677,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_450-10,572.8963136,232.3294803,9.139219536,26.36608189,590.3669403,1258.458569,3.7,2.4,0.4,0.04,0.04,0.02
ISO_1083_JS_400-18,736.0486011,254.056673,14.89351252,29.78071551,586.3558967,1226.162823,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,556.8604846,210.275811,2.127430476,37.19112794,436.2239908,1224.866299,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,471.7989294,314.4732937,16.79297689,31.84602742,693.0896638,1166.521342,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,701.4795336,261.2459514,9.092904152,33.89307546,456.0794288,1208.427404,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-450-10,715.5227927,313.88731,10.85408301,27.29341352,533.5822074,1186.159652,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,469.5013901,335.5411767,6.078115983,34.77011757,546.435263,1152.354386,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,708.3416434,234.9144721,13.88049333,33.3323417,643.9188392,1204.014945,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-450-10,778.9191553,321.1094046,3.226172904,22.39123996,429.7688788,1163.473319,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,466.5510348,208.8640835,15.96217284,31.45285706,528.5932838,1188.524506,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,708.393717,334.8271082,15.24986926,25.13486993,588.5506511,1163.877493,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,683.4288018,297.6152821,5.45696186,36.08191339,464.5466865,1165.141244,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_100-70-03,589.4295554,331.1340086,14.94919037,28.51875417,588.2403696,1179.851694,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,423.1681842,200.0282599,14.58172373,39.8936833,677.0994513,1299.977387,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,429.8777671,225.3621606,12.11546556,21.85000876,699.2554394,1150.327621,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_65-45-12,740.9658637,258.4639081,7.97632283,35.60695725,409.735323,1245.800895,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,796.0593491,256.9254355,6.343980067,33.47403467,470.6764685,1171.186555,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-600-3,670.4209029,234.0095574,5.708537445,35.34997661,493.0921347,1288.094221,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-500-7,578.3833228,257.241791,7.097743404,26.15059591,519.7378301,1164.044934,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,659.0294574,219.3273068,16.45693509,29.84108979,472.6771473,1293.259478,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,637.7583437,261.9141694,3.242252416,35.93017039,461.0463984,1241.638958,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-600-3,553.4449042,320.3531494,15.26194042,24.65082663,686.3661527,1150.190212,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_65-45-12,426.2504578,271.8605095,7.582241201,24.52066394,675.5564808,1284.10108,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,728.605179,202.7000133,10.34559034,31.02101907,414.0977503,1228.25677,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,548.7334117,263.2166062,14.71177014,30.47127159,501.6439065,1189.40046,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_60-40-18,727.5142573,204.0762524,16.15002475,25.64524941,521.5445661,1265.091877,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,501.0034999,344.9365116,7.516502721,25.96151301,471.7043604,1288.999833,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,400.4117919,219.1180939,9.3894957,25.55690326,588.6618691,1222.553623,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-500-7,463.5753133,306.1532489,8.632257037,35.43024124,592.114224,1197.333021,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,587.4157667,345.9164484,2.212016536,33.03801731,655.1512685,1268.341769,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-600-3,777.721454,323.9058577,6.735086222,36.64834367,622.2607805,1252.267825,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_80-55-06,440.8774479,304.8973063,9.34702774,39.50946057,562.7719981,1283.312873,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,741.6839098,325.9191364,8.577497742,29.48328593,596.076031,1253.877102,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,610.8096385,347.269804,13.55086764,21.33387763,482.1966345,1186.529251,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,730.3683063,293.2016746,8.156857876,20.96184621,577.916857,1289.748887,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-450-10,519.3497724,283.877721,9.830023184,25.91330079,546.7681764,1165.725362,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-500-7,735.9788659,294.2357166,8.873737474,38.65089179,440.0033402,1190.191413,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-600-3,709.129112,279.901383,13.85001838,30.4642611,472.763283,1228.029191,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,492.0214732,295.2633659,15.80755838,25.43573032,487.5080352,1234.861304,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_65-45-12,452.5340506,267.4763312,10.51022526,27.98333589,677.2928701,1152.296588,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,747.221729,232.7664774,14.63091511,31.97190215,469.1159918,1267.085909,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_65-45-12,785.2946614,218.037084,6.748586912,33.05899316,486.7731708,1204.241098,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,412.5209255,210.2511403,10.66191376,23.0783902,510.806239,1210.962781,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,692.5080268,239.4973676,7.523679259,39.54063353,599.1228216,1271.405432,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,763.8098044,206.9185347,8.627214809,30.89544454,435.4715177,1206.892509,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-450-10,742.9440368,285.075617,13.71862184,22.71376636,686.1835637,1157.083731,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,785.8081889,242.5742671,16.10659972,37.87270507,659.671366,1176.465966,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-450-10,704.0376314,323.6802212,3.943926257,21.49276862,573.1648219,1293.385476,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,576.919505,211.1361309,12.1542281,38.15470866,602.2113602,1160.560804,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,524.7807962,233.9527242,11.31430092,39.93131313,404.9981414,1203.23968,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_65-45-12,528.2970962,309.5369221,3.894640627,34.00863598,501.6834326,1225.476875,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,689.769069,289.8212445,5.390309287,35.40894442,638.6980692,1223.992124,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-400-18,698.3348048,209.6736907,6.976039916,26.74605673,423.2448921,1150.593991,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,480.1436574,331.5859186,4.670897133,38.83153705,484.6941503,1225.17441,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_100-70-03,747.2491254,331.5892644,5.89967172,30.59427932,575.5890485,1207.565869,3.9,2.7,0.4,0.05,0.05,0.01
EN-GJS-450-10,685.9696161,249.5612006,6.281612782,34.64776893,476.9239083,1295.8119,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,625.1001145,251.0608765,7.370781329,38.48215432,680.1933922,1173.873863,3.6,2.3,0.4,0.04,0.04,0.02
