Austempering Temperature (°C),Austempering Time (minutes),Initial Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Strength (MPa),Melting Temperature (°C),Thermal Conductivity (W/m·K),Thermal Expansion Coefficient (1/K),Specific Heat (J/kg·K),Phase Transformation Temperature (°C),Cooling Rate (°C/min),Hardness (HV)
310.8708105,57.31768735,1128.479313,1.625703937,0.141925682,0.2568871,965.5212992,1285.825928,23.77821923,1.53E-05,524.2203477,732.776707,46.9815568,523.8028679
322.3441492,148.4547761,800.6260421,1.084215326,1.966790417,0.393589577,586.0896936,1495.260302,47.09292521,4.95E-06,469.8190726,634.3919831,49.24277444,443.333357
283.9200125,128.8061663,1054.560548,0.366616585,0.263651064,0.935169589,626.6782091,1275.655479,45.92691807,7.42E-06,547.4047271,851.077299,45.36967558,473.9206583
249.5461979,104.7293575,820.4541526,1.375199199,1.647334881,1.06987425,336.8968529,1429.396706,33.93748293,1.64E-05,661.739657,608.2895499,40.86288003,391.692453
271.1945357,113.3045326,903.0428881,1.278900192,0.63263603,0.591705576,326.2963607,1286.097528,42.33104613,1.42E-05,613.6190264,850.1972286,41.65294098,423.6811124
351.5692221,137.8802667,823.8098801,1.510281056,0.35114135,0.701268549,802.0270129,1544.64998,38.58335221,1.55E-05,573.9885942,642.0855038,51.61301818,506.6542263
202.8786977,64.2682112,1041.518181,0.422773911,0.935725715,0.265237338,676.6662649,1576.874182,44.09226927,9.38E-06,426.7009534,865.9692338,32.91404449,518.9909257
223.2145281,179.4500874,1074.635965,0.47045288,1.323517501,0.676117589,656.094189,1407.39719,32.95415302,1.46E-05,608.1976325,818.9317912,43.0117659,502.7952241
209.2005284,176.2189743,845.7950552,1.791778083,0.823808506,1.936461035,470.1871713,1340.923554,43.57425453,8.34E-06,449.9242853,649.4010788,39.91226555,410.4682832
208.1457605,127.548853,953.5355532,1.524957817,0.203674276,1.894944025,821.3255121,1293.62311,33.87370451,5.01E-06,635.9102158,769.7453979,39.60639918,512.457122
371.0921168,59.93136764,982.4946036,1.825634129,1.238976165,0.736268751,417.7656054,1219.912401,48.22897364,1.30E-05,475.0170276,693.7968943,49.79751587,385.5064793
340.7315719,132.0342364,947.6212087,1.54155911,1.814566225,1.184622479,432.9543206,1307.40003,34.59116302,1.95E-05,525.1146185,653.4699297,51.10226784,399.9897704
294.8347658,40.82976135,848.4100002,1.234595081,0.828109195,1.828231243,622.4985199,1461.694312,33.87857816,6.90E-06,505.1410607,857.7546598,42.06312363,493.1342801
219.5668321,34.59787533,967.5791161,1.3428522,0.511032277,0.111749263,500.3959035,1413.446773,43.55215585,9.76E-06,657.6441744,721.05683,34.54477103,451.0919868
298.323175,68.65243328,1100.471219,1.789343055,0.940896957,1.640298784,473.2240869,1577.616511,44.64733075,1.38E-05,437.9633376,719.5631143,45.95495678,442.6212661
294.6943542,99.39344351,828.4030658,1.199732834,0.191889151,1.90190215,751.6663512,1358.510905,36.63467343,1.13E-05,569.6934647,650.9660024,42.80481614,477.3857403
234.640374,160.2408758,832.0720056,1.301543516,1.658926411,0.273518895,755.6802217,1477.545337,25.3939344,1.70E-05,442.6184828,714.9197028,40.40913636,491.6711397
286.7703298,139.0753605,941.9085167,0.39730576,1.670047541,0.406750603,877.1619489,1395.729099,34.03274693,1.55E-05,611.4387508,861.4850539,47.07594445,548.7572237
279.7009469,141.4059782,1176.690285,1.000450318,1.217200881,1.925417975,592.3959969,1405.030486,49.04217509,2.11E-06,671.5234383,708.9386131,48.00625627,460.8556262
323.1700196,93.82400017,1067.429059,1.461154513,0.770895489,1.121326273,351.1595637,1307.109726,42.58958579,2.00E-05,530.3822962,885.4810687,49.24396341,430.7924196
327.0187302,81.89024888,1071.467983,0.614791127,1.619588392,0.126973605,491.5664694,1381.980311,44.33487812,1.53E-05,546.4276781,883.8926698,48.21454376,470.3679228
209.060802,85.65581445,944.7679963,0.484282943,1.153905347,0.589500798,986.0038242,1388.313999,20.98476496,1.74E-05,678.2268509,643.4695978,34.1596786,539.7120474
274.9225229,178.1474346,1037.464316,0.696270936,1.669271386,0.954892981,717.3810027,1482.657009,34.03578388,1.34E-05,556.2974166,653.1933761,48.74797309,476.8730684
325.1719831,36.01637871,804.0524736,0.558851193,1.299771706,1.416526931,796.8159594,1576.256,39.39863401,1.73E-05,546.2795314,858.8022211,43.81443687,547.9098392
300.6272517,160.0547244,1054.438419,0.50833401,1.590370399,1.493004718,305.1504807,1331.728511,44.90098051,3.14E-06,573.4987308,717.8282757,51.94536148,398.813964
371.2979682,116.8013113,1165.314779,0.907216601,1.237269687,1.991300875,662.7440125,1216.880187,21.47820961,7.61E-06,606.7689209,601.3121947,54.83047818,436.4695655
331.7387263,95.79231288,1045.029387,1.824893176,0.88686803,0.646271279,326.2700603,1398.51805,45.57316657,1.77E-05,432.0650125,682.1615459,50.54411632,391.6759526
232.5868854,138.7886491,1149.479437,1.063413329,1.920097134,1.122618194,698.4611485,1417.784533,36.4520281,4.83E-06,646.3331583,779.288698,41.71363085,500.4801339
214.1137495,103.0003412,1089.589222,0.457048724,1.128116267,1.113314741,944.5395947,1267.37622,25.91941912,2.49E-06,530.6515082,839.7797898,38.40425299,535.0866885
328.4838556,161.0134857,848.2233666,0.246246172,1.249670085,0.870725993,977.8933914,1504.185843,29.51765649,1.60E-05,421.704553,640.0165851,51.02996941,517.5874137
205.3022621,165.1052796,1160.981323,1.422696676,0.518926515,0.421407598,678.3868728,1593.971643,28.45788655,1.69E-05,635.8548008,633.1624093,39.27447612,483.5146628
317.1551163,93.25813903,826.5775377,0.827317652,1.2887365,1.95716747,620.7433637,1578.309887,35.92577103,4.09E-06,513.0849915,876.6277961,45.63097475,512.9500698
388.0460483,71.52416959,1013.586989,1.661478799,1.186054534,1.721302655,961.511966,1278.842416,21.5505704,1.72E-05,430.1102485,825.3445103,53.48428975,525.7781288
315.0948356,118.8525493,856.8548495,1.35307046,0.451192956,1.046832754,771.5268824,1550.145296,24.75608475,1.40E-05,590.1337119,776.9338802,46.33996189,526.0893787
277.6339852,166.8545018,804.6826443,1.612858756,0.213215485,1.246166303,345.4294957,1481.797455,44.3807913,1.09E-05,664.039406,830.756037,45.65779,451.5389684
328.6576437,61.59932835,968.8137041,0.616697475,1.248282707,0.531796002,626.0079044,1381.538626,23.97811972,1.68E-05,666.3260528,728.6563084,47.54374628,477.9928464
291.6505781,123.4449875,918.0162831,1.415481953,1.551015312,1.133195434,468.1715129,1416.244398,27.00188808,8.97E-06,687.2990424,827.5367242,45.78387596,468.547379
309.1233579,124.734033,994.4001975,0.601717771,1.094462605,1.420443253,628.863025,1539.84007,33.60111817,4.69E-06,660.3116379,711.5408974,48.21181216,488.0805698
388.2929618,139.9669534,1030.879955,1.884230111,0.530867988,1.078817354,618.8259004,1392.053976,35.51362664,6.41E-06,400.6422758,673.2283717,57.56789107,439.9362073
277.2205276,49.73515277,817.4956289,1.309111135,1.366391756,1.981541824,707.501362,1349.282948,42.90831439,1.06E-05,514.0723499,818.7040264,39.84635165,494.7323958
392.2381128,137.3737447,849.201318,0.71657242,0.252200881,1.261549147,549.7393432,1397.298997,33.4199728,1.11E-05,645.562774,725.9016876,54.18142536,461.0643725
381.0701284,166.3548781,1023.456959,0.612072538,0.939484039,0.804850054,414.9893146,1431.651922,43.69593863,1.63E-05,509.8759018,894.4131313,58.51662242,466.7448804
239.158227,56.95246633,937.2669413,0.462760512,0.410396841,1.567088852,652.6036042,1275.631062,38.55038921,1.60E-05,580.4645519,704.8455547,37.09922787,454.0732282
213.8722602,65.63149874,1091.669395,1.419817822,0.450472197,0.423878772,881.142019,1560.363092,23.39299218,1.20E-05,581.8950842,876.5182262,36.91020272,566.6064974
220.1556003,175.7092641,1060.916659,0.515559665,0.484358503,0.830580046,764.8085596,1469.67478,24.68994315,1.58E-05,509.5075912,879.8887646,41.17288359,520.2240541
203.6443651,57.14654291,1138.241745,1.231076205,0.834743408,0.759222006,536.8575061,1453.307567,33.11101176,4.64E-06,671.3421782,672.5558841,35.16276624,457.8636106
218.8885922,158.157764,1076.997131,0.602806551,0.197185391,0.920433481,954.8661159,1239.79849,31.90668179,1.95E-06,550.9685036,839.4663545,40.93523011,533.9622949
336.6013547,103.8416785,971.972431,1.357740995,0.855807538,1.585381669,938.5452999,1441.669575,42.30632809,1.76E-05,539.4352618,729.9223515,48.2905081,532.5277793
214.2377297,67.08466116,1069.186649,1.648385484,1.07224415,1.019928761,446.5438796,1248.384265,37.42211419,2.44E-06,699.2541237,875.2574182,35.13168993,459.1348825
263.7951261,160.6124852,910.1524697,1.578247962,1.018259141,1.608627456,327.5923096,1231.47907,31.64399243,5.69E-06,548.0501092,735.0372818,44.32724085,393.4654915
368.9750622,96.79578825,922.5253995,1.545617529,0.827289791,1.195328916,818.9160958,1410.924358,25.1228085,1.42E-05,453.5194756,823.2911152,52.74513188,513.3780116
204.6543871,107.2226031,1115.594064,0.456672571,1.694378555,0.749931926,879.3271829,1361.114214,26.80511307,8.78E-06,553.9208269,740.0902227,37.21600836,513.7507124
362.8936965,83.88500541,978.5678066,0.267931399,0.376120716,1.638959613,977.5051962,1435.524108,37.26503055,1.76E-05,644.2050207,668.3402267,49.82508663,546.1845315
256.370955,118.9426277,1119.352136,1.428002774,1.060823813,0.552750374,922.8854759,1235.688867,32.70316415,6.66E-06,633.0580981,659.8050387,43.1058612,506.4707917
223.6329655,54.52858089,1128.968949,0.799859706,0.217878692,0.526327662,720.3743377,1372.393225,35.44782527,1.23E-06,636.5745295,727.6293583,36.49463166,489.4646517
339.3474331,88.6622305,1143.024935,0.92145783,0.23519579,1.058555556,671.0366374,1269.914686,25.12032306,6.71E-06,612.4071352,826.6483971,50.18724398,487.7710369
325.7885694,175.4118484,1166.654094,0.159183276,1.190345114,0.595613567,319.4887359,1594.840034,39.88718757,1.20E-05,476.2653487,781.5214456,55.73732963,437.5337089
375.4944027,68.72001491,972.3940882,0.593195254,1.175435007,0.117265366,472.6595128,1424.460085,45.57616223,8.14E-06,658.6252258,806.588787,52.43668373,465.2611748
347.0142088,128.5104997,927.5467273,0.163985167,1.768263674,1.331765302,621.7303262,1474.974744,27.7381852,1.12E-05,668.0330396,684.6979052,52.30601199,473.5269509
360.6961861,78.77850963,1032.879499,1.770452968,1.159959984,1.071078261,739.9527301,1330.167312,34.74542677,1.77E-05,458.245809,744.4306038,52.95334957,474.0302697
256.4069145,146.0209689,948.4689694,0.562453698,1.923602939,0.946483848,690.0762833,1237.895566,49.26581987,1.83E-05,439.136691,613.3185795,42.47521322,428.099857
235.4879088,49.63104911,1040.429667,1.158940622,0.192520212,1.937240178,819.8451928,1590.348345,29.99725222,6.05E-06,692.6814906,845.2597248,36.23694979,559.8513411
350.1229503,175.4731568,1082.234345,0.174060709,0.286214601,1.18527845,495.8368516,1314.503614,37.85139035,9.78E-06,660.4971891,896.9676487,53.91137645,471.5553108
361.3669479,98.06843121,1075.362007,1.367010043,0.183725137,1.740519998,695.4668254,1369.523274,22.70587101,1.14E-05,667.9708442,722.0637188,54.21496912,482.7698138
398.1010284,65.4075695,949.8211548,0.713751957,0.452026016,0.364955449,361.6995704,1459.945569,38.18045007,1.90E-05,665.9129154,603.2890959,52.59697595,403.3460025
282.5235354,41.0245121,866.7440807,1.806046455,1.128413211,1.18149228,589.5658665,1209.878919,22.6889532,2.00E-05,562.5060472,650.9377919,39.19750941,429.4315313
274.4036172,55.46368576,972.2117354,1.787424559,1.326587145,1.749161291,825.1125831,1524.103652,48.77706306,5.47E-06,593.920521,795.7580633,41.14618784,536.5092134
355.2825921,107.9660923,857.0376576,0.718052175,0.1866118,1.207900939,785.3805974,1414.631276,41.46987956,1.48E-05,563.6088556,783.6237955,49.91492469,512.6625774
268.1607081,80.55047646,1156.038814,1.811825702,1.897344691,1.464226938,993.449916,1311.286875,43.64479364,8.18E-06,415.3619048,836.3594159,44.44035769,547.1594242
386.1514651,154.3325049,938.3509843,1.99269958,1.700114216,0.806882779,494.5237882,1224.643194,41.12313082,1.15E-06,623.6509256,676.1652033,57.63399323,427.4984026
371.6825504,94.63312855,861.7838989,1.668289762,0.663563716,0.275654082,648.7325094,1264.999366,37.69187108,1.18E-06,551.59961,829.0895747,50.7779147,477.6982833
285.7988055,67.30714089,810.179104,1.705255561,0.246656307,0.970010561,530.6712896,1558.013544,33.49738343,9.75E-06,594.3127224,806.3952065,41.85331181,481.1664775
350.1742136,122.571748,1058.328955,0.573116599,0.422785439,0.849510843,608.4221798,1474.40969,45.75120139,1.03E-05,550.7919415,696.8443493,51.67340087,461.5388775
350.9085748,136.0165825,1054.760927,1.195734558,0.341194386,1.747414347,899.8650909,1299.960689,48.70507003,1.43E-06,547.5433967,763.6464444,53.33272801,523.351848
220.6247738,55.05628619,936.2416666,0.227786237,0.334239181,0.563591074,778.9463526,1226.240306,34.97108519,1.41E-05,451.5367328,644.1821425,35.19136551,453.1284212
380.5105813,55.14288244,828.6847555,0.28034408,1.085267208,1.936795032,917.7088339,1476.246125,47.94605147,6.59E-06,483.6141145,735.769351,49.30633962,527.1464891
301.0504745,35.50071404,963.851558,1.997895963,0.567110141,1.920462428,442.4577758,1428.96309,37.4999873,1.16E-05,447.6558076,864.3592019,42.50242082,446.8319619
365.2914932,140.4603023,924.486998,0.720614574,0.780465461,0.570500122,911.3527825,1361.80781,36.15152561,6.72E-06,458.6998887,726.3574139,54.09724941,507.5520534
264.0099202,129.5706791,1070.848256,1.521549433,1.980060133,0.761298715,341.8335919,1345.44458,33.63448199,4.18E-06,691.8932141,851.8700119,44.23732786,445.7565153
379.1046457,101.1946314,1042.3117,1.632663601,1.400197073,1.801555908,922.0194963,1286.72571,26.27863285,8.74E-06,445.9340337,777.0760096,54.60522322,507.821816
277.8403357,156.6255673,945.8374913,1.730244215,1.903063267,1.93658222,530.3516456,1467.844503,20.11158982,5.41E-06,480.7811273,657.5630139,47.45278656,438.4254179
202.1675303,150.8505229,887.1570217,1.995493765,0.370857455,0.942534295,520.2113434,1588.267211,27.24518681,1.12E-05,577.1768973,774.3318734,39.98245281,474.1460904
381.0763953,117.8031547,1195.214386,0.558843322,0.826065002,0.709894387,658.4620037,1270.286098,35.29169515,4.78E-06,583.0535729,751.7949987,57.22456567,468.4017727
218.2573354,160.2406921,981.6006485,0.176666571,1.153990426,1.099578625,958.4831314,1438.846648,31.39879857,1.07E-05,446.1922389,719.5924006,40.78086053,519.0040453
263.8627275,60.87618151,1075.309694,0.881263884,0.245840318,1.406761492,333.4469553,1369.674022,33.45455684,3.99E-06,638.1152277,635.8891319,41.50971669,396.2570406
390.0123934,46.78794291,856.221187,0.347153273,0.107956143,0.619601579,546.5616825,1378.675489,49.41944659,1.37E-05,635.5608604,725.0125992,49.15954188,456.567859
390.1214294,70.46244173,994.2358799,0.142609189,1.373825234,1.499299032,899.6003921,1301.658912,30.50817112,1.53E-05,471.1953113,621.8287129,53.37653253,482.846249
314.6875776,38.56302841,811.0146879,0.784810972,1.319457082,0.198148979,577.2381342,1530.05395,33.56548818,3.10E-06,486.5998908,629.6307154,42.30516198,452.075973
326.3674424,109.6754292,1002.182047,1.589102677,0.880498739,0.193659536,439.4098283,1394.102242,24.00546654,9.89E-06,681.3963596,724.7749599,49.56135358,442.4755814
289.6891044,170.4908538,1185.606963,1.175743313,1.030323744,0.83394664,597.3559269,1417.362341,21.43873197,2.35E-06,647.7014338,691.6144446,50.52978892,461.3990925
258.6421543,35.9015311,953.6826852,0.694278179,0.889341701,0.771599065,569.886751,1321.904365,43.26228544,1.24E-05,609.3391099,877.6632978,38.34407993,481.2408721
265.7329091,48.3164871,815.598405,1.34324981,0.145609585,0.699703109,940.791341,1272.723386,37.12049525,6.02E-06,424.6699665,712.7117416,37.68888052,505.2716326
334.5036912,97.82985424,812.3823164,0.540834543,0.737206052,1.032937549,833.354063,1234.364155,42.82114418,1.10E-05,525.4792243,827.3574366,47.22246051,516.7611617
350.4749059,170.0812526,955.194704,0.127324748,0.436456285,0.709393806,653.580889,1485.647656,24.49588397,1.08E-05,567.7905616,759.0742579,52.21214971,490.5092356
358.3158087,77.42341575,864.0099746,1.552271434,0.287005959,0.465290045,991.8593967,1278.493713,37.15486314,1.86E-05,456.2233864,811.2257006,48.97823964,539.3900364
357.9236286,106.0852213,809.3408385,1.285111861,1.917768824,0.687992143,625.6942719,1476.030142,27.60927423,1.14E-05,534.4679746,678.0347949,51.93635086,466.2247774
218.2412206,36.23592886,1102.485446,1.548374987,1.238783478,1.952318118,340.7664816,1356.150578,26.84185451,1.21E-05,580.3077632,882.5714919,36.51586746,446.7508438
298.8840609,52.25148014,983.4092036,0.173982232,1.48444694,0.881115492,483.5920253,1366.30992,20.34578042,8.63E-06,498.213004,759.0265491,43.0226994,426.2453456
211.511752,177.9945184,915.6979088,1.690527293,0.699191112,0.944954276,605.2493362,1387.670998,23.91022171,1.90E-05,634.2834457,849.3972214,42.34801532,497.6563619
309.9057765,174.7678045,1160.033273,1.27709978,0.846979546,1.195435481,409.8318369,1347.083403,29.27804334,1.58E-05,652.1348745,709.513708,51.10019647,430.1735193
288.3061003,30.74099714,846.4555841,1.170451166,0.550155588,1.96834746,963.2955884,1240.247991,23.50636282,6.42E-06,497.0828408,630.0634047,38.86670192,486.8865815
377.5408366,172.7717678,1182.367532,1.286766691,0.284234775,0.559042425,836.7942285,1323.852724,49.57575321,1.70E-05,651.5971463,802.1134943,60.76952104,523.3769785
270.1830025,125.8679907,925.586687,1.742423169,0.440160111,1.39443601,487.8010403,1465.493744,29.25897946,9.22E-06,431.0729698,602.3278945,43.89567441,404.8914937
223.4134033,160.1877442,1155.361469,1.215179362,1.615276686,1.460370918,713.5631735,1466.313761,23.9097184,1.67E-05,651.3187296,742.587893,43.04600606,500.5449974
228.5983364,98.21097835,1041.177151,1.203805722,1.38733703,1.253916392,805.01441,1314.489723,25.97246938,1.66E-05,445.8251295,657.8405708,38.25183699,467.4925198
352.3021263,107.3394043,1130.682944,1.982290398,1.139164864,0.268298845,958.8952502,1384.041051,37.63109685,4.59E-06,424.8781458,788.2126513,53.73826298,533.4080689
323.6436127,103.326987,1193.605265,1.537787317,1.002670758,1.386057324,917.1447444,1277.378891,21.92130572,1.43E-05,592.5326213,893.8259619,51.35812949,554.6097312
220.2245352,130.0296386,915.3621751,0.94035823,1.852625139,0.221779951,660.6345583,1284.148833,45.8730239,6.52E-06,541.5812097,739.3208719,37.65338549,470.2643263
216.8213612,50.94768821,1184.454194,1.4440543,0.238196401,1.232671034,842.2568339,1209.218835,48.84499038,6.65E-06,672.3671801,845.249477,36.97380717,523.912998
340.1938263,34.49603848,955.792758,0.839537896,0.633141545,1.505204237,693.5013277,1558.69862,27.40242262,6.63E-06,508.9567588,752.3352561,45.87734856,493.0794608
214.5526013,76.18949124,954.2047619,0.534863379,0.764881922,0.500842792,686.892723,1284.282666,33.50285806,1.48E-05,486.145679,748.7520093,35.65982428,472.4260332
364.3720119,135.7021144,936.1548417,1.234018566,1.586609043,1.699081814,380.3193708,1291.013551,20.66403353,5.37E-06,550.2204718,879.127048,52.89741344,440.2796074
341.2484454,60.27801782,1016.563043,1.863545986,1.985777778,0.157672231,388.2963606,1311.840573,39.22130674,1.02E-06,536.7838557,866.9897606,50.11536409,438.2950567
216.2697561,131.014865,861.6580173,1.865365088,0.557273978,1.703244441,670.6735305,1250.963229,32.41778174,1.46E-05,503.3284139,835.7401396,39.15063644,480.6994709
216.9675428,175.4868069,1021.484594,0.749620028,1.761183935,0.974625196,488.2030815,1455.705153,28.10175398,4.25E-06,608.1223896,688.876726,41.42085524,443.0547846
397.3279157,44.08510737,1016.681925,1.102587186,1.678183245,0.513417086,314.7258317,1230.057181,26.20511332,2.99E-06,627.8685502,763.5025247,53.04487946,405.3714235
274.8541592,130.8903177,1104.760725,0.502108207,0.526849056,0.354178475,805.9874427,1253.680971,39.62069233,5.51E-06,655.8951907,667.16917,45.42106142,485.8896399
274.1284294,96.5625329,1133.459985,1.991699108,0.858731902,1.911283618,322.7406177,1457.902691,32.48651093,8.22E-06,691.8569814,733.1750094,44.43298673,429.1274429
362.5599135,160.2213382,976.1765401,1.964124025,0.878378452,0.238064616,716.6937888,1335.864248,25.38977867,1.00E-05,479.9968576,745.2639197,54.87858271,467.6944111
389.4497155,56.57246842,920.9332997,1.334066966,1.95861927,0.478277498,677.4356559,1483.179131,40.67327244,1.85E-06,614.8280447,849.4920121,52.06293236,513.7809933
397.2002128,133.8938928,903.7339589,1.628386713,0.443694613,0.76086246,978.1702834,1422.969898,36.95216849,1.94E-05,518.2774706,868.8085096,58.16439811,561.9830482
350.6756371,155.7172934,877.8495347,1.458690306,1.618400145,1.278446213,638.9491975,1302.408469,45.76016165,1.46E-05,603.1245916,724.3860187,54.04909647,463.6364074
275.2519171,171.6921329,823.0590329,1.227000616,0.734966157,1.135122062,344.5210055,1460.33118,23.52427697,7.14E-06,542.7945071,605.3113335,46.33605796,386.8226842
216.7001433,132.4872042,936.9791915,0.201361194,1.488653657,0.338722636,686.1815775,1246.509472,43.56999806,7.06E-06,698.1319308,858.5321519,38.6491133,502.917668
355.4293832,104.5762146,908.0990769,0.964052251,0.898020908,0.650483169,888.7673194,1414.564153,40.2055036,9.52E-06,618.6706407,652.2836036,49.61694184,505.971869
311.6808499,122.677086,1186.566954,1.382093974,1.19888355,0.553628365,997.794499,1374.859242,23.4503281,1.29E-05,685.7473901,786.5645892,50.28755546,566.8484998
284.8444018,160.3357477,1023.083531,1.387310066,1.681962369,0.505731424,601.2402216,1307.149433,40.8446219,3.78E-06,650.4908648,607.4912701,49.00194136,439.1399917
381.270877,115.591462,938.9108156,0.808932975,1.627914573,0.881174239,524.2091197,1441.601999,33.24641867,4.59E-06,670.8703033,719.8519426,53.10658004,453.1957256
222.2394965,34.55805895,1032.18704,1.889214775,1.746204049,1.43765976,934.6573079,1548.533437,48.34954357,1.73E-05,644.3257592,895.7880906,36.66627676,583.6183271
298.5250209,169.6423043,855.6786805,0.417978361,0.213272918,0.513160571,433.8694904,1599.56188,24.24834052,5.87E-06,537.7477391,630.2080803,49.5896165,429.4419003
202.270729,133.4290127,977.6174997,1.050682948,1.414896051,0.796689871,730.8002405,1443.105107,39.28500172,8.22E-06,475.536536,727.1079456,38.84566343,482.694942
293.7321284,131.4770079,1050.493729,1.412679555,0.365976016,0.842743111,584.0000969,1361.88235,31.45940136,1.76E-05,511.0960526,692.1449851,48.85071086,440.6151196
211.2606551,62.35127286,995.5591327,1.424558031,0.890055279,1.955267406,328.7576555,1290.08284,48.70444012,1.36E-05,406.0708698,871.526437,35.78790831,411.7344482
223.7635833,128.8328205,960.7115203,1.332414018,1.142317989,1.913866078,543.101932,1302.838436,29.89924686,7.49E-06,557.1979502,860.8020324,40.78472212,469.9973816
223.5052494,89.07966085,1197.539356,0.623047606,0.865205021,1.620261407,485.6599658,1391.781991,48.86557728,1.40E-05,551.5173401,671.3096281,38.95718591,420.9853686
329.8420604,127.6849466,1152.125905,0.396792481,1.087262184,0.55915195,780.2638078,1346.911081,47.04457553,1.37E-06,557.5751394,624.3563361,52.32198152,476.475522
349.2089759,45.98895455,1049.362383,1.308286621,1.993399987,0.229270897,964.1533484,1565.525809,28.11149706,1.50E-05,692.2093675,788.1415182,49.66637477,573.6365996
316.673753,128.6767957,1027.750944,1.238674021,0.356912896,0.702117862,487.6330312,1347.318187,44.1062533,1.03E-05,673.436201,700.9106136,49.53547016,441.8998407
392.4345097,179.9120589,1048.264192,0.44077642,1.383366486,0.606909644,868.0261574,1349.377836,49.86812605,1.65E-05,448.5138335,801.6253172,60.79448334,516.0357677
274.9741159,37.23180583,880.5248431,1.439764377,0.852401836,1.06125902,338.7518719,1353.413805,27.57989007,1.91E-05,510.6647565,609.6359268,38.81332002,374.82908
257.1424173,176.5761276,958.0550973,0.964826784,0.352718618,1.577683029,676.684707,1534.648084,33.10331508,1.86E-05,527.1868538,640.0197706,44.84030715,466.0612565
373.7198256,91.03619411,815.7838132,1.368745124,0.40159985,1.730813584,349.3850446,1460.315328,35.6054221,1.83E-05,508.1598754,805.9116698,51.32810768,428.2587018
244.7191677,160.6130176,990.218415,1.690997452,1.903618902,1.705241762,953.8230938,1445.66754,28.84793407,1.07E-05,639.5487891,663.7111966,43.13277358,541.5975394
392.6445079,147.3578226,1017.209834,0.422484014,1.771242844,0.783383566,836.4458964,1333.657209,20.45794519,7.84E-06,557.211301,857.2763027,57.93066377,522.045813
202.4308949,115.0524391,891.0998944,0.136375249,1.823379725,1.405745253,760.5649378,1527.161671,26.60387733,9.84E-06,571.6299451,617.5772663,34.08413058,495.2993615
393.9757653,140.7673814,1185.611539,1.580294914,1.983912274,0.694384975,876.7274671,1215.345545,28.45810653,1.41E-05,655.9040677,664.6445948,60.86321366,495.5236732
208.6319824,161.7773342,1163.781844,1.258425108,0.495799241,0.215720532,753.2638569,1548.318869,33.30799104,1.78E-05,641.778446,899.5680745,41.45761719,551.4183746
378.2286227,90.62104825,1088.857294,1.429315182,0.775334741,1.432974005,978.261078,1405.09996,25.13307435,4.93E-06,439.6634568,729.9228308,53.95544754,521.9362231
305.5402218,79.05497423,1013.354652,1.692494452,1.371516157,0.11867235,799.7705635,1359.300094,46.1976307,1.84E-05,614.1743752,810.8896991,45.08738034,517.9330341
398.5929592,130.1390078,1147.987664,1.625340776,1.019224826,0.877446916,947.2610267,1398.866912,41.14733398,1.65E-05,530.6308387,654.7989147,58.90547114,512.904582
214.7593129,151.1768913,852.2609375,1.925748279,0.894940113,0.725820612,661.9923244,1466.966212,22.55601433,1.96E-05,488.3946709,782.9606205,39.62216524,480.4260034
310.7708569,144.3427702,1116.203918,1.11827665,0.779841374,1.417417323,381.9450891,1205.106171,39.50277353,1.77E-05,415.0056463,817.8318205,51.08057656,402.8971127
393.8605071,149.6720473,849.9283256,1.028141702,1.228183201,1.555866398,669.724405,1548.620743,39.60969429,6.32E-06,546.1748681,694.3429908,55.85709748,482.2384455
304.6195688,95.33749722,1117.684265,0.86358568,1.193627514,0.677779808,388.8109796,1378.69581,48.68663521,3.01E-06,506.6310042,848.6691336,46.48507178,447.7169416
325.8797276,152.6751324,910.3070273,0.392012981,0.406769885,1.642091327,714.7454354,1337.186608,20.09062614,3.13E-06,475.4539119,781.0252735,50.62815408,475.5928542
339.1497378,48.03135831,1150.836232,1.187953742,0.996305691,0.658441845,637.7451424,1255.298226,27.43797349,6.53E-06,608.4015189,716.7369029,48.12711356,459.1517349
290.908213,111.6733647,1177.616838,0.626323796,1.151596375,0.948020084,735.8027785,1375.78615,47.83374438,1.27E-05,630.8456162,767.292718,47.35881251,504.9131946
325.511616,30.86379907,859.5183878,1.850484273,1.183545184,1.481335201,307.0328867,1398.529109,47.96401746,1.63E-05,473.4368557,773.0282542,44.38986281,400.2554229
316.8628624,78.68787449,985.070242,1.208062528,0.499203667,1.416548436,436.3883442,1361.458678,41.61759258,1.81E-05,414.834231,649.6605878,46.82054657,400.3540946
380.2316021,84.96923023,1192.394951,1.226396343,1.510315645,1.976000097,643.9313023,1471.464038,42.97289963,1.29E-05,654.6258102,720.819711,56.51533455,485.7161975
209.0892761,89.42590374,993.3629744,0.774356856,0.14787828,0.527805946,965.3524931,1368.358612,22.74448874,1.11E-06,402.9879224,703.0291764,34.5879927,499.4862635
256.1926379,134.320081,1145.419009,0.198779769,0.774180526,1.358404036,568.5263282,1584.567031,35.41627504,4.54E-06,681.1337482,720.2708168,42.48162346,489.3995688
390.0822968,88.28371519,1035.492609,0.160313154,1.582404032,1.258395626,597.0604182,1439.711007,26.94748974,2.89E-06,588.2859622,828.3331765,54.01645116,483.641086
378.0527568,97.30404339,950.1319632,0.904336774,1.17139655,1.838687064,800.2872623,1522.991174,25.43654131,7.90E-06,496.5539906,744.7615222,55.14465065,506.9972258
